group,cat_code,cat,type,potential_points,awarded_points,building_code,building_name,leed_version,points_earned,cat_and_cat_name
SS,SS,Sustainable sites,cat,26,20,8,ISC 3,3,20/26,SS - Sustainable sites
SS,SSp1,Construction activity pollution prevention,prereq,0,0,8,ISC 3,3,prerequisite,SSp1 - Construction activity pollution prevention
SS,SSc1,Site selection,cred,1,1,8,ISC 3,3,1/1,SSc1 - Site selection
SS,SSc2,Development density and communnity connectivity,cred,5,5,8,ISC 3,3,5/5,SSc2 - Development density and communnity connectivity
SS,SSc3,Brownfield redevlopment,cred,1,0,8,ISC 3,3,0/1,SSc3 - Brownfield redevlopment
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,8,ISC 3,3,6/6,SSc4.1 - Alternative transportation - public transportation access
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,1,8,ISC 3,3,1/1,SSc4.2 - Alternative transportation - bicycle storage and changing rooms
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,3,8,ISC 3,3,3/3,SSc4.3 - Alternative transportation - low emitting and fuel efficient vehicles
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,8,ISC 3,3,2/2,SSc4.4 - Alternative transporation - parking capacity
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,8,ISC 3,3,0/1,SSc5.1 - Site development - protect or restore habitat
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,8,ISC 3,3,1/1,SSc5.2  - Site development - maximize open space
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,8,ISC 3,3,0/1,SSc6.1  - Stormwater design - quantity control
SS,SSc6.2,Stormwater design - quality control,cred,1,0,8,ISC 3,3,0/1,SSc6.2 - Stormwater design - quality control
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,8,ISC 3,3,0/1,SSc7.1  - Heat island effect - nonroof
SS,SSc7.2,Heat island effect - roof,cred,1,1,8,ISC 3,3,1/1,SSc7.2 - Heat island effect - roof
SS,SSc8,Light pollution reduction,cred,1,0,8,ISC 3,3,0/1,SSc8 - Light pollution reduction
WE,WE,Water efficiency,cat,10,4,8,ISC 3,3,4/10,WE - Water efficiency
WE,WEp1,Water use reduction,prereq,0,0,8,ISC 3,3,prerequisite,WEp1 - Water use reduction
WE,WEc1,Water efficient landscaping,cred,4,2,8,ISC 3,3,2/4,WEc1 - Water efficient landscaping
WE,WEc2,Innovative wastewater technologies,cred,2,0,8,ISC 3,3,0/2,WEc2 - Innovative wastewater technologies
WE,WEc3,Water use reduction,cred,4,2,8,ISC 3,3,2/4,WEc3 - Water use reduction
EA,EA,Energy and Atmosphere,cat,53,15,8,ISC 3,3,15/53,EA - Energy and Atmosphere
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,8,ISC 3,3,prerequisite,EAp1 - Fundamental commissioning of building energy systems
EA,EAp2,Minimum energy performance,prereq,0,0,8,ISC 3,3,prerequisite,EAp2 - Minimum energy performance
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,8,ISC 3,3,prerequisite,EAp3 - Fundamental refrigerant Mgmt
EA,EAc1,Optimize energy performance,cred,19,10,8,ISC 3,3,10/19,EAc1 - Optimize energy performance
EA,EAc2,On-site renewable energy,cred,7,0,8,ISC 3,3,0/7,EAc2 - On-site renewable energy
EA,EAc3,Enhanced commissioning,cred,2,2,8,ISC 3,3,2/2,EAc3 - Enhanced commissioning
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,0,8,ISC 3,3,0/2,EAc4 - Enhanced refrigerant Mgmt
EA,EAc5,Measurement and verification,cred,3,3,8,ISC 3,3,3/3,EAc5 - Measurement and verification
EA,EAc6,Green power,cred,2,0,8,ISC 3,3,0/2,EAc6 - Green power
EA,EAp4,Energy performance metering path,prereq,0,0,8,ISC 3,3,prerequisite,EAp4 - Energy performance metering path
MR,MR,Material and Resources,cat,14,7,8,ISC 3,3,7/14,MR - Material and Resources
MR,MRp1,Storage and collection of recyclables,prereq,0,0,8,ISC 3,3,prerequisite,MRp1 - Storage and collection of recyclables
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,8,ISC 3,3,0/3,"MRc1.1 - Building reuse - maintain existing walls, floors, and roof"
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,8,ISC 3,3,0/1,MRc1.2 - Building reuse - maintain interior nonstructural element
MR,MRc2,Construction waste Mgmt,cred,2,2,8,ISC 3,3,2/2,MRc2 - Construction waste Mgmt
MR,MRc3,Materials reuse,cred,2,0,8,ISC 3,3,0/2,MRc3 - Materials reuse
MR,MRc4,Recycled content,cred,2,2,8,ISC 3,3,2/2,MRc4 - Recycled content
MR,MRc5 ,Regional materials,cred,2,2,8,ISC 3,3,2/2,MRc5  - Regional materials
MR,MRc6,Rapidly renewable materials,cred,1,0,8,ISC 3,3,0/1,MRc6 - Rapidly renewable materials
MR,MRc7,Certified wood,cred,1,1,8,ISC 3,3,1/1,MRc7 - Certified wood
EQ,EQ,Indoor Environmental Quality,cat,15,11,8,ISC 3,3,11/15,EQ - Indoor Environmental Quality
EQ,EQp1,Minimum IAQ performance,prereq,0,0,8,ISC 3,3,prerequisite,EQp1 - Minimum IAQ performance
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,8,ISC 3,3,prerequisite,EQp2 - Environmental Tobacco Smoke (ETS) control
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,8,ISC 3,3,1/1,EQc1 - Outdoor air delivery monitoring
EQ,EQc2,Increased ventilation,cred,1,0,8,ISC 3,3,0/1,EQc2 - Increased ventilation
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,8,ISC 3,3,1/1,EQc3.1 - Construction IAQ Mgmt plan - during contruction
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,8,ISC 3,3,1/1,EQc3.2 - Construction IAQ Mgmt plan - before occupancy
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,8,ISC 3,3,1/1,EQc4.1 - Low-emitting materials - adhesives and sealants
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,8,ISC 3,3,1/1,EQc4.2 - Low-emitting materials - adhesives and sealants
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,8,ISC 3,3,1/1,EQc4.3 - Low-emitting materials - flooring systems
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,8,ISC 3,3,1/1,EQc4.4 - Low-emitting materials - composite wood and agrifiber products
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,8,ISC 3,3,1/1,EQc5 - Indoor chemical and pollutant source control
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,8,ISC 3,3,1/1,EQc6.1 - Controllability of systems - lighting
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,1,8,ISC 3,3,1/1,EQc6.2 - Controllability of systems - thermal comfort
EQ,EQc7.1,Thermal comfort - design,cred,1,1,8,ISC 3,3,1/1,EQc7.1 - Thermal comfort - design
EQ,EQc7.2,Thermal comfort - verification,cred,1,0,8,ISC 3,3,0/1,EQc7.2 - Thermal comfort - verification
EQ,EQc8.1,Daylight and views - daylight,cred,1,0,8,ISC 3,3,0/1,EQc8.1 - Daylight and views - daylight
EQ,EQc8.2,Daylight and views - views,cred,1,0,8,ISC 3,3,0/1,EQc8.2 - Daylight and views - views
ID,ID,Innovation,cat,6,4,8,ISC 3,3,4/6,ID - Innovation
ID,IDc1,Innovation in design,cred,5,3,8,ISC 3,3,3/5,IDc1 - Innovation in design
ID,IDc2,LEED Accredited Professional,cred,1,1,8,ISC 3,3,1/1,IDc2 - LEED Accredited Professional
RP,RP,Regional Priority Credits,cat,4,2,8,ISC 3,3,2/4,RP - Regional Priority Credits
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,8,ISC 3,3,1/1,SSc4.4 - Alternative transportation - parking capacity
RP,WEc1,Water efficient landscaping,cred,1,1,8,ISC 3,3,1/1,WEc1 - Water efficient landscaping
RP,WEc3,Water use reduction,cred,1,0,8,ISC 3,3,0/1,WEc3 - Water use reduction
TO,TO,Total,cat,110,63,8,ISC 3,3,63/110,TO - Total
SS,SS,Sustainable Sites,cat,10,1,22,Sadler West Expansion,4,1/10,SS - Sustainable Sites
SS,SSp1,Construction activity pollution prevention,prereq,0,0,22,Sadler West Expansion,4,prerequisite,SSp1 - Construction activity pollution prevention
SS,SSc1,Site assessment,cred,1,1,22,Sadler West Expansion,4,1/1,SSc1 - Site assessment
SS,SSc2,Site development - protect or restore habitat,cred,2,0,22,Sadler West Expansion,4,0/2,SSc2 - Site development - protect or restore habitat
SS,SSc3,Open space,cred,1,0,22,Sadler West Expansion,4,0/1,SSc3 - Open space
SS,SSc4,Rainwater mgmt,cred,3,0,22,Sadler West Expansion,4,0/3,SSc4 - Rainwater mgmt
SS,SSc5,Heat island reduction,cred,2,0,22,Sadler West Expansion,4,0/2,SSc5 - Heat island reduction
SS,SSc6,Light pollution reduction,cred,1,0,22,Sadler West Expansion,4,0/1,SSc6 - Light pollution reduction
WE,WE,Water Efficiency,cat,11,3,22,Sadler West Expansion,4,3/11,WE - Water Efficiency
WE,WEp1,Outdoor water use reduction,prereq,0,0,22,Sadler West Expansion,4,prerequisite,WEp1 - Outdoor water use reduction
WE,WEp2,Indoor water use reduction,prereq,0,0,22,Sadler West Expansion,4,prerequisite,WEp2 - Indoor water use reduction
WE,WEp3,Building level water metering,prereq,0,0,22,Sadler West Expansion,4,prerequisite,WEp3 - Building level water metering
WE,WEc1,Cooling tower water use,cred,2,0,22,Sadler West Expansion,4,0/2,WEc1 - Cooling tower water use
WE,WEc2,Water metering,cred,1,0,22,Sadler West Expansion,4,0/1,WEc2 - Water metering
WE,WEc3,Outdoor water use reduction,cred,2,2,22,Sadler West Expansion,4,2/2,WEc3 - Outdoor water use reduction
WE,WEc4,Indoor water use reduction,cred,6,1,22,Sadler West Expansion,4,1/6,WEc4 - Indoor water use reduction
EA,EA,Energy and Atmosphere,cat,89,24,22,Sadler West Expansion,4,24/89,EA - Energy and Atmosphere
EA,EAp1,Fundmanetal commissioning and verification,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EAp1 - Fundmanetal commissioning and verification
EA,EAp2,Minimum energy performance,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EAp2 - Minimum energy performance
EA,EAp3,Building-level energy metering,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EAp3 - Building-level energy metering
EA,EAp4,Fundamental refrigerant Mgmt,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EAp4 - Fundamental refrigerant Mgmt
EA,EAp5,Minimum energy performance (2024 update),prereq,0,0,22,Sadler West Expansion,4,prerequisite,EAp5 - Minimum energy performance (2024 update)
EA,EAc1,Enhanced commissioning,cred,6,3,22,Sadler West Expansion,4,3/6,EAc1 - Enhanced commissioning
EA,EAc2,Advanced energy metering,cred,1,0,22,Sadler West Expansion,4,0/1,EAc2 - Advanced energy metering
EA,EAc3,Demand response,cred,2,0,22,Sadler West Expansion,4,0/2,EAc3 - Demand response
EA,EAc4,Renewable energy production,cred,3,3,22,Sadler West Expansion,4,3/3,EAc4 - Renewable energy production
EA,EAc5,Enhanced refrigerant Mgmt,cred,1,1,22,Sadler West Expansion,4,1/1,EAc5 - Enhanced refrigerant Mgmt
EA,EAc6,Green power and carbon offsets,cred,2,0,22,Sadler West Expansion,4,0/2,EAc6 - Green power and carbon offsets
EA,EAc7,Optimize energy performance (2024 Update),cred,20,0,22,Sadler West Expansion,4,0/20,EAc7 - Optimize energy performance (2024 Update)
EA,EAc8,Optimize energy performance,cred,18,17,22,Sadler West Expansion,4,17/18,EAc8 - Optimize energy performance
EA,EAp6,Energy performance metering path,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EAp6 - Energy performance metering path
EA,EAp7,District energy,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EAp7 - District energy
MR,MR,Material and Resources,cat,13,9,22,Sadler West Expansion,4,9/13,MR - Material and Resources
MR,MRp1,Storage and collection of recyclables,prereq,0,0,22,Sadler West Expansion,4,prerequisite,MRp1 - Storage and collection of recyclables
MR,MRp2,Construction and demolition waste Mgmt planning,prereq,0,0,22,Sadler West Expansion,4,prerequisite,MRp2 - Construction and demolition waste Mgmt planning
MR,MRc1,Building life cycle impact reduction,cred,5,5,22,Sadler West Expansion,4,5/5,MRc1 - Building life cycle impact reduction
MR,MRc2,Building product discolsure and optimization - environmental product d...,cred,2,1,22,Sadler West Expansion,4,1/2,MRc2 - Building product discolsure and optimization - environmental product d...
MR,MRc3,Building product disclosure and optimization - sourcing of raw materials,cred,2,0,22,Sadler West Expansion,4,0/2,MRc3 - Building product disclosure and optimization - sourcing of raw materials
MR,MRc4,Building product disclosure and optimization - material ingrediencts,cred,2,1,22,Sadler West Expansion,4,1/2,MRc4 - Building product disclosure and optimization - material ingrediencts
MR,MRc5,Construction and demolition waste Mgmt ,cred,2,2,22,Sadler West Expansion,4,2/2,MRc5 - Construction and demolition waste Mgmt 
EQ,EQ,Indoor environmental Quality,cat,16,6,22,Sadler West Expansion,4,6/16,EQ - Indoor environmental Quality
EQ,EQp1,Minimum IAQ performance,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EQp1 - Minimum IAQ performance
EQ,EQp2,Environmental tobacco smoke control,prereq,0,0,22,Sadler West Expansion,4,prerequisite,EQp2 - Environmental tobacco smoke control
EQ,EQc1,Enhanced IAQ strategies,cred,2,2,22,Sadler West Expansion,4,2/2,EQc1 - Enhanced IAQ strategies
EQ,EQc2,Low-emitting materials,cred,3,3,22,Sadler West Expansion,4,3/3,EQc2 - Low-emitting materials
EQ,EQc3,Construction IAQ mgmt plan,cred,1,1,22,Sadler West Expansion,4,1/1,EQc3 - Construction IAQ mgmt plan
EQ,EQc4,IAQ assessment,cred,2,0,22,Sadler West Expansion,4,0/2,EQc4 - IAQ assessment
EQ,EQc5,Thermal comfort,cred,1,0,22,Sadler West Expansion,4,0/1,EQc5 - Thermal comfort
EQ,EQc6,Interior lighting,cred,2,0,22,Sadler West Expansion,4,0/2,EQc6 - Interior lighting
EQ,EQc7,Daylight,cred,3,0,22,Sadler West Expansion,4,0/3,EQc7 - Daylight
EQ,EQc8,Quality views,cred,1,0,22,Sadler West Expansion,4,0/1,EQc8 - Quality views
EQ,EQc9,Acoustic performance,cred,1,0,22,Sadler West Expansion,4,0/1,EQc9 - Acoustic performance
ID,ID,Innovation,cat,6,5,22,Sadler West Expansion,4,5/6,ID - Innovation
ID,IDc1,Innovation,cred,5,4,22,Sadler West Expansion,4,4/5,IDc1 - Innovation
ID,IDc2,LEED Accredited Professional,cred,1,1,22,Sadler West Expansion,4,1/1,IDc2 - LEED Accredited Professional
RP,RP,Regional Priority Credits,cat,4,3,22,Sadler West Expansion,4,3/4,RP - Regional Priority Credits
RP,EAc4,Renewable energy production,cred,1,1,22,Sadler West Expansion,4,1/1,EAc4 - Renewable energy production
RP,MRc1,Building life cycle impact reduction,cred,1,1,22,Sadler West Expansion,4,1/1,MRc1 - Building life cycle impact reduction
RP,WEc3,Outdoor water use reduction,cred,1,1,22,Sadler West Expansion,4,1/1,WEc3 - Outdoor water use reduction
LT,LT,Location and Transportation,cat,20,4,22,Sadler West Expansion,4,4/20,LT - Location and Transportation
LT,LTc1,LEED for Neighborhood Development location,cred,16,0,22,Sadler West Expansion,4,0/16,LTc1 - LEED for Neighborhood Development location
LT,LTc2,Sensitive land protection,cred,1,1,22,Sadler West Expansion,4,1/1,LTc2 - Sensitive land protection
LT,LTc3,High priority site,cred,2,0,22,Sadler West Expansion,4,0/2,LTc3 - High priority site
LT,LTc4,Surrounding density and diverse uses,cred,5,2,22,Sadler West Expansion,4,2/5,LTc4 - Surrounding density and diverse uses
LT,LTc5,Access to quality transit,cred,5,0,22,Sadler West Expansion,4,0/5,LTc5 - Access to quality transit
LT,LTc6,Bicycle facilities,cred,1,0,22,Sadler West Expansion,4,0/1,LTc6 - Bicycle facilities
LT,LTc7,Reduced parking footprint,cred,1,1,22,Sadler West Expansion,4,1/1,LTc7 - Reduced parking footprint
LT,LTc8,Green vehicles,cred,1,0,22,Sadler West Expansion,4,0/1,LTc8 - Green vehicles
IP,IP,Integrative process credits,cat,1,0,22,Sadler West Expansion,4,0/1,IP - Integrative process credits
IP,IPc1,Integrative process credits,cred,1,0,22,Sadler West Expansion,4,0/1,IPc1 - Integrative process credits
TO,TO,Total,cat,110,55,22,Sadler West Expansion,4,55/110,TO - Total
SS,SS,Sustainable Sites,cat,10,2,21,Campus Living Center,4,2/10,SS - Sustainable Sites
SS,SSp1,Construction activity pollution prevention,prereq,0,0,21,Campus Living Center,4,prerequisite,SSp1 - Construction activity pollution prevention
SS,SSc1,Site assessment,cred,1,1,21,Campus Living Center,4,1/1,SSc1 - Site assessment
SS,SSc2,Site development - protect or restore habitat,cred,2,0,21,Campus Living Center,4,0/2,SSc2 - Site development - protect or restore habitat
SS,SSc3,Open space,cred,1,0,21,Campus Living Center,4,0/1,SSc3 - Open space
SS,SSc4,Rainwater mgmt,cred,3,0,21,Campus Living Center,4,0/3,SSc4 - Rainwater mgmt
SS,SSc5,Heat island reduction,cred,2,0,21,Campus Living Center,4,0/2,SSc5 - Heat island reduction
SS,SSc6,Light pollution reduction,cred,1,1,21,Campus Living Center,4,1/1,SSc6 - Light pollution reduction
WE,WE,Water Efficiency,cat,11,3,21,Campus Living Center,4,3/11,WE - Water Efficiency
WE,WEp1,Outdoor water use reduction,prereq,0,0,21,Campus Living Center,4,prerequisite,WEp1 - Outdoor water use reduction
WE,WEp2,Indoor water use reduction,prereq,0,0,21,Campus Living Center,4,prerequisite,WEp2 - Indoor water use reduction
WE,WEp3,Building level water metering,prereq,0,0,21,Campus Living Center,4,prerequisite,WEp3 - Building level water metering
WE,WEc1,Cooling tower water use,cred,2,0,21,Campus Living Center,4,0/2,WEc1 - Cooling tower water use
WE,WEc2,Water metering,cred,1,0,21,Campus Living Center,4,0/1,WEc2 - Water metering
WE,WEc3,Outdoor water use reduction,cred,2,2,21,Campus Living Center,4,2/2,WEc3 - Outdoor water use reduction
WE,WEc4,Indoor water use reduction,cred,6,1,21,Campus Living Center,4,1/6,WEc4 - Indoor water use reduction
EA,EA,Energy and Atmosphere,cat,89,16,21,Campus Living Center,4,16/89,EA - Energy and Atmosphere
EA,EAp1,Fundmanetal commissioning and verification,prereq,0,0,21,Campus Living Center,4,prerequisite,EAp1 - Fundmanetal commissioning and verification
EA,EAp2,Minimum energy performance,prereq,0,0,21,Campus Living Center,4,prerequisite,EAp2 - Minimum energy performance
EA,EAp3,Building-level energy metering,prereq,0,0,21,Campus Living Center,4,prerequisite,EAp3 - Building-level energy metering
EA,EAp4,Fundamental refrigerant Mgmt,prereq,0,0,21,Campus Living Center,4,prerequisite,EAp4 - Fundamental refrigerant Mgmt
EA,EAp5,Minimum energy performance (2024 update),prereq,0,0,21,Campus Living Center,4,prerequisite,EAp5 - Minimum energy performance (2024 update)
EA,EAc1,Enhanced commissioning,cred,6,0,21,Campus Living Center,4,0/6,EAc1 - Enhanced commissioning
EA,EAc2,Advanced energy metering,cred,1,0,21,Campus Living Center,4,0/1,EAc2 - Advanced energy metering
EA,EAc3,Demand response,cred,2,0,21,Campus Living Center,4,0/2,EAc3 - Demand response
EA,EAc4,Renewable energy production,cred,3,3,21,Campus Living Center,4,3/3,EAc4 - Renewable energy production
EA,EAc5,Enhanced refrigerant Mgmt,cred,1,1,21,Campus Living Center,4,1/1,EAc5 - Enhanced refrigerant Mgmt
EA,EAc6,Green power and carbon offsets,cred,2,0,21,Campus Living Center,4,0/2,EAc6 - Green power and carbon offsets
EA,EAc7,Optimize energy performance (2024 Update),cred,20,0,21,Campus Living Center,4,0/20,EAc7 - Optimize energy performance (2024 Update)
EA,EAc8,Optimize energy performance,cred,18,12,21,Campus Living Center,4,12/18,EAc8 - Optimize energy performance
EA,EAp6,Energy performance metering path,prereq,0,0,21,Campus Living Center,4,prerequisite,EAp6 - Energy performance metering path
EA,EAp7,District energy,prereq,0,0,21,Campus Living Center,4,prerequisite,EAp7 - District energy
MR,MR,Material and Resources,cat,13,7,21,Campus Living Center,4,7/13,MR - Material and Resources
MR,MRp1,Storage and collection of recyclables,prereq,0,0,21,Campus Living Center,4,prerequisite,MRp1 - Storage and collection of recyclables
MR,MRp2,Construction and demolition waste Mgmt planning,prereq,0,0,21,Campus Living Center,4,prerequisite,MRp2 - Construction and demolition waste Mgmt planning
MR,MRc1,Building life cycle impact reduction,cred,5,5,21,Campus Living Center,4,5/5,MRc1 - Building life cycle impact reduction
MR,MRc2,Building product discolsure and optimization - environmental product d...,cred,2,1,21,Campus Living Center,4,1/2,MRc2 - Building product discolsure and optimization - environmental product d...
MR,MRc3,Building product disclosure and optimization - sourcing of raw materials,cred,2,0,21,Campus Living Center,4,0/2,MRc3 - Building product disclosure and optimization - sourcing of raw materials
MR,MRc4,Building product disclosure and optimization - material ingrediencts,cred,2,1,21,Campus Living Center,4,1/2,MRc4 - Building product disclosure and optimization - material ingrediencts
MR,MRc5,Construction and demolition waste Mgmt ,cred,2,0,21,Campus Living Center,4,0/2,MRc5 - Construction and demolition waste Mgmt 
EQ,EQ,Indoor environmental Quality,cat,16,9,21,Campus Living Center,4,9/16,EQ - Indoor environmental Quality
EQ,EQp1,Minimum IAQ performance,prereq,0,0,21,Campus Living Center,4,prerequisite,EQp1 - Minimum IAQ performance
EQ,EQp2,Environmental tobacco smoke control,prereq,0,0,21,Campus Living Center,4,prerequisite,EQp2 - Environmental tobacco smoke control
EQ,EQc1,Enhanced IAQ strategies,cred,2,1,21,Campus Living Center,4,1/2,EQc1 - Enhanced IAQ strategies
EQ,EQc2,Low-emitting materials,cred,3,3,21,Campus Living Center,4,3/3,EQc2 - Low-emitting materials
EQ,EQc3,Construction IAQ mgmt plan,cred,1,1,21,Campus Living Center,4,1/1,EQc3 - Construction IAQ mgmt plan
EQ,EQc4,IAQ assessment,cred,2,0,21,Campus Living Center,4,0/2,EQc4 - IAQ assessment
EQ,EQc5,Thermal comfort,cred,1,0,21,Campus Living Center,4,0/1,EQc5 - Thermal comfort
EQ,EQc6,Interior lighting,cred,2,1,21,Campus Living Center,4,1/2,EQc6 - Interior lighting
EQ,EQc7,Daylight,cred,3,2,21,Campus Living Center,4,2/3,EQc7 - Daylight
EQ,EQc8,Quality views,cred,1,1,21,Campus Living Center,4,1/1,EQc8 - Quality views
EQ,EQc9,Acoustic performance,cred,1,0,21,Campus Living Center,4,0/1,EQc9 - Acoustic performance
ID,ID,Innovation,cat,6,6,21,Campus Living Center,4,6/6,ID - Innovation
ID,IDc1,Innovation,cred,5,5,21,Campus Living Center,4,5/5,IDc1 - Innovation
ID,IDc2,LEED Accredited Professional,cred,1,1,21,Campus Living Center,4,1/1,IDc2 - LEED Accredited Professional
RP,RP,Regional Priority Credits,cat,4,3,21,Campus Living Center,4,3/4,RP - Regional Priority Credits
RP,EAc4,Renewable Energy Production,cred,1,1,21,Campus Living Center,4,1/1,EAc4 - Renewable Energy Production
RP,MRc1,Building life cycle impact reduction,cred,1,1,21,Campus Living Center,4,1/1,MRc1 - Building life cycle impact reduction
RP,SSc2,Site development - protect or restore habitat,cred,1,0,21,Campus Living Center,4,0/1,SSc2 - Site development - protect or restore habitat
RP,WEc3,Outdoor water use reduction,cred,1,1,21,Campus Living Center,4,1/1,WEc3 - Outdoor water use reduction
LT,LT,Location and Transportation,cat,20,4,21,Campus Living Center,4,4/20,LT - Location and Transportation
LT,LTc1,LEED for Neighborhood Development location,cred,16,0,21,Campus Living Center,4,0/16,LTc1 - LEED for Neighborhood Development location
LT,LTc2,Sensitive land protection,cred,1,1,21,Campus Living Center,4,1/1,LTc2 - Sensitive land protection
LT,LTc3,High priority site,cred,2,0,21,Campus Living Center,4,0/2,LTc3 - High priority site
LT,LTc4,Surrounding density and diverse uses,cred,5,2,21,Campus Living Center,4,2/5,LTc4 - Surrounding density and diverse uses
LT,LTc5,Access to quality transit,cred,5,0,21,Campus Living Center,4,0/5,LTc5 - Access to quality transit
LT,LTc6,Bicycle facilities,cred,1,0,21,Campus Living Center,4,0/1,LTc6 - Bicycle facilities
LT,LTc7,Reduced parking footprint,cred,1,1,21,Campus Living Center,4,1/1,LTc7 - Reduced parking footprint
LT,LTc8,Green vehicles,cred,1,0,21,Campus Living Center,4,0/1,LTc8 - Green vehicles
IP,IP,Integrative process credits,cat,1,0,21,Campus Living Center,4,0/1,IP - Integrative process credits
IP,IPc1,Integrative process credits,cred,1,0,21,Campus Living Center,4,0/1,IPc1 - Integrative process credits
TO,TO,Total,cat,110,50,21,Campus Living Center,4,50/110,TO - Total
SS,SS,Sustainable Sites,cat,10,1,20,Alumni House Addition,4,1/10,SS - Sustainable Sites
SS,SSp1,Construction activity pollution prevention,prereq,0,0,20,Alumni House Addition,4,prerequisite,SSp1 - Construction activity pollution prevention
SS,SSc1,Site assessment,cred,1,1,20,Alumni House Addition,4,1/1,SSc1 - Site assessment
SS,SSc2,Site development - protect or restore habitat,cred,2,0,20,Alumni House Addition,4,0/2,SSc2 - Site development - protect or restore habitat
SS,SSc3,Open space,cred,1,0,20,Alumni House Addition,4,0/1,SSc3 - Open space
SS,SSc4,Rainwater mgmt,cred,3,0,20,Alumni House Addition,4,0/3,SSc4 - Rainwater mgmt
SS,SSc5,Heat island reduction,cred,2,0,20,Alumni House Addition,4,0/2,SSc5 - Heat island reduction
SS,SSc6,Light pollution reduction,cred,1,0,20,Alumni House Addition,4,0/1,SSc6 - Light pollution reduction
WE,WE,Water Efficiency,cat,11,5,20,Alumni House Addition,4,5/11,WE - Water Efficiency
WE,WEp1,Outdoor water use reduction,prereq,0,0,20,Alumni House Addition,4,prerequisite,WEp1 - Outdoor water use reduction
WE,WEp2,Indoor water use reduction,prereq,0,0,20,Alumni House Addition,4,prerequisite,WEp2 - Indoor water use reduction
WE,WEp3,Building level water metering,prereq,0,0,20,Alumni House Addition,4,prerequisite,WEp3 - Building level water metering
WE,WEc1,Cooling tower water use,cred,2,0,20,Alumni House Addition,4,0/2,WEc1 - Cooling tower water use
WE,WEc2,Water metering,cred,1,0,20,Alumni House Addition,4,0/1,WEc2 - Water metering
WE,WEc3,Outdoor water use reduction,cred,2,1,20,Alumni House Addition,4,1/2,WEc3 - Outdoor water use reduction
WE,WEc4,Indoor water use reduction,cred,6,4,20,Alumni House Addition,4,4/6,WEc4 - Indoor water use reduction
EA,EA,Energy and Atmosphere,cat,89,16,20,Alumni House Addition,4,16/89,EA - Energy and Atmosphere
EA,EAp1,Fundmanetal commissioning and verification,prereq,0,0,20,Alumni House Addition,4,prerequisite,EAp1 - Fundmanetal commissioning and verification
EA,EAp2,Minimum energy performance,prereq,0,0,20,Alumni House Addition,4,prerequisite,EAp2 - Minimum energy performance
EA,EAp3,Building-level energy metering,prereq,0,0,20,Alumni House Addition,4,prerequisite,EAp3 - Building-level energy metering
EA,EAp4,Fundamental refrigerant Mgmt,prereq,0,0,20,Alumni House Addition,4,prerequisite,EAp4 - Fundamental refrigerant Mgmt
EA,EAp5,Minimum energy performance (2024 update),prereq,0,0,20,Alumni House Addition,4,prerequisite,EAp5 - Minimum energy performance (2024 update)
EA,EAc1,Enhanced commissioning,cred,6,3,20,Alumni House Addition,4,3/6,EAc1 - Enhanced commissioning
EA,EAc2,Advanced energy metering,cred,1,0,20,Alumni House Addition,4,0/1,EAc2 - Advanced energy metering
EA,EAc3,Demand response,cred,2,0,20,Alumni House Addition,4,0/2,EAc3 - Demand response
EA,EAc4,Renewable energy production,cred,3,0,20,Alumni House Addition,4,0/3,EAc4 - Renewable energy production
